customer_id,risk_level,churn_probability,predicted_churn,actual_churn,age,gender,geography,products,active,balance,credit_score,tenure,complaints,strategy
CUST_1000,Low Risk,4.6%,No,No,-0.2799319620189817,Male,France,0.8088303613464911,False,$-1.23,0,0.6847228671904925,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1000
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (4.6%)
• Age:             -0.2799319620189817
• Gender:          Male
• Location:        France
• Products:        0.8088303613464911
• Active Member:   ❌ No
• Credit Card:     ✅ Yes
• Balance:         $-1.23
• Credit Score:    0
• Tenure:          0.6847228671904925 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1001,Low Risk,11.5%,No,No,-0.5649345958990805,Male,Germany,0.8088303613464911,False,$0.88,0,-0.35097063583918053,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1001
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (11.5%)
• Age:             -0.5649345958990805
• Gender:          Male
• Location:        Germany
• Products:        0.8088303613464911
• Active Member:   ❌ No
• Credit Card:     ❌ No
• Balance:         $0.88
• Credit Score:    0
• Tenure:          -0.35097063583918053 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1002,Low Risk,6.4%,No,No,0.10007154982114991,Female,Spain,0.8088303613464911,True,$-1.23,0,-0.35097063583918053,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1002
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (6.4%)
• Age:             0.10007154982114991
• Gender:          Female
• Location:        Spain
• Products:        0.8088303613464911
• Active Member:   ✅ Yes
• Credit Card:     ❌ No
• Balance:         $-1.23
• Credit Score:    0
• Tenure:          -0.35097063583918053 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1003,Low Risk,13.6%,No,No,-0.46993371793904753,Male,Spain,0.8088303613464911,False,$1.01,0,-0.005739468162622887,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1003
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (13.6%)
• Age:             -0.46993371793904753
• Gender:          Male
• Location:        Spain
• Products:        0.8088303613464911
• Active Member:   ❌ No
• Credit Card:     ❌ No
• Balance:         $1.01
• Credit Score:    0
• Tenure:          -0.005739468162622887 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1004,Medium Risk,35.9%,No,No,-0.46993371793904753,Female,Spain,-0.9102564852985486,True,$0.02,0,-0.6962018035157382,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1004
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Medium Risk (35.9%)
• Age:             -0.46993371793904753
• Gender:          Female
• Location:        Spain
• Products:        -0.9102564852985486
• Active Member:   ✅ Yes
• Credit Card:     ✅ Yes
• Balance:         $0.02
• Credit Score:    0
• Tenure:          -0.6962018035157382 years
• Complaints:      0

🟠 PROACTIVE RETENTION CAMPAIGN
────────────────────────────────────────────────

📋 CUSTOMER INSIGHTS:
• Customer shows MODERATE risk indicators
• Proactive engagement recommended within 1 week

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ LOYALTY REWARDS:
   • Double loyalty points for 3 months
   • Birthday bonus: $10 cashback
   • Anniversary gift: Free coffee voucher

2️⃣ VALUE-ADDED SERVICES:
   • Free credit score monitoring for 6 months
   • Financial planning webinar invitation
   • Pre-approved credit line increase of $5,000

3️⃣ ENGAGEMENT CAMPAIGN:
   • Personalized email with relevant offers
   • App push notifications for new features
   • Monthly newsletter with financial tips

📈 EXPECTED IMPACT:
   • 25-35% reduction in churn probability
   • Estimated value saved: ${customer['balance'] * 0.1:,.0f}
   • ROI: $3-5 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1005,Medium Risk,41.3%,No,No,-0.46993371793904753,Male,Spain,-0.9102564852985486,False,$-1.23,0,-1.7318953065454112,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1005
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Medium Risk (41.3%)
• Age:             -0.46993371793904753
• Gender:          Male
• Location:        Spain
• Products:        -0.9102564852985486
• Active Member:   ❌ No
• Credit Card:     ✅ Yes
• Balance:         $-1.23
• Credit Score:    0
• Tenure:          -1.7318953065454112 years
• Complaints:      0

🟠 PROACTIVE RETENTION CAMPAIGN
────────────────────────────────────────────────

📋 CUSTOMER INSIGHTS:
• Customer shows MODERATE risk indicators
• Proactive engagement recommended within 1 week

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ LOYALTY REWARDS:
   • Double loyalty points for 3 months
   • Birthday bonus: $10 cashback
   • Anniversary gift: Free coffee voucher

2️⃣ VALUE-ADDED SERVICES:
   • Free credit score monitoring for 6 months
   • Financial planning webinar invitation
   • Pre-approved credit line increase of $5,000

3️⃣ ENGAGEMENT CAMPAIGN:
   • Personalized email with relevant offers
   • App push notifications for new features
   • Monthly newsletter with financial tips

📈 EXPECTED IMPACT:
   • 25-35% reduction in churn probability
   • Estimated value saved: ${customer['balance'] * 0.1:,.0f}
   • ROI: $3-5 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1006,Low Risk,6.5%,No,No,-0.8499372297791791,Male,Germany,0.8088303613464911,True,$0.87,0,1.3751852025436078,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1006
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (6.5%)
• Age:             -0.8499372297791791
• Gender:          Male
• Location:        Germany
• Products:        0.8088303613464911
• Active Member:   ✅ Yes
• Credit Card:     ✅ Yes
• Balance:         $0.87
• Credit Score:    0
• Tenure:          1.3751852025436078 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1007,Medium Risk,42.9%,No,No,-0.944938107739212,Female,Germany,-0.9102564852985486,False,$1.75,0,0.33949169951393476,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1007
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Medium Risk (42.9%)
• Age:             -0.944938107739212
• Gender:          Female
• Location:        Germany
• Products:        -0.9102564852985486
• Active Member:   ❌ No
• Credit Card:     ✅ Yes
• Balance:         $1.75
• Credit Score:    0
• Tenure:          0.33949169951393476 years
• Complaints:      0

🟠 PROACTIVE RETENTION CAMPAIGN
────────────────────────────────────────────────

📋 CUSTOMER INSIGHTS:
• Customer shows MODERATE risk indicators
• Proactive engagement recommended within 1 week

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ LOYALTY REWARDS:
   • Double loyalty points for 3 months
   • Birthday bonus: $10 cashback
   • Anniversary gift: Free coffee voucher

2️⃣ VALUE-ADDED SERVICES:
   • Free credit score monitoring for 6 months
   • Financial planning webinar invitation
   • Pre-approved credit line increase of $5,000

3️⃣ ENGAGEMENT CAMPAIGN:
   • Personalized email with relevant offers
   • App push notifications for new features
   • Monthly newsletter with financial tips

📈 EXPECTED IMPACT:
   • 25-35% reduction in churn probability
   • Estimated value saved: ${customer['balance'] * 0.1:,.0f}
   • ROI: $3-5 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1008,High Risk,77.9%,Yes,No,0.955079451461446,Male,France,-0.9102564852985486,False,$0.06,0,0.6847228671904925,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1008
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      High Risk (77.9%)
• Age:             0.955079451461446
• Gender:          Male
• Location:        France
• Products:        -0.9102564852985486
• Active Member:   ❌ No
• Credit Card:     ❌ No
• Balance:         $0.06
• Credit Score:    0
• Tenure:          0.6847228671904925 years
• Complaints:      0

🔴 URGENT INTERVENTION REQUIRED
────────────────────────────────────────────────

⚠️ RISK FACTORS IDENTIFIED:
• Customer is INACTIVE - needs re-engagement
• Low product adoption - cross-sell opportunity

🎯 RECOMMENDED ACTIONS (Priority Order):
────────────────────────────────────────────────

1️⃣ IMMEDIATE OUTREACH (Next 24-48 hours):
   • Priority phone call from relationship manager
   • Personal follow-up on recent issues
   • Welcome back offer with incentives

2️⃣ PREMIUM RETENTION OFFER:
   • Cashback offer: $100 on next 10 transactions
   • Waive monthly fees for 12 months
   • 0% interest on balance transfers for 6 months

3️⃣ PRODUCT BUNDLE OFFER:
   • Bundle 2 additional products at 25% discount
   • Free credit card annual fee waiver
   • Personal financial consultation

4️⃣ RE-ENGAGEMENT CAMPAIGN:
   • Welcome back bonus: $50 after first transaction
   • Personalized app notification with offers
   • Email campaign with success stories

📈 EXPECTED IMPACT:
   • 40-50% reduction in churn probability
   • Estimated value saved: $0
   • ROI: $6-8 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1009,Low Risk,11.0%,No,No,0.10007154982114991,Female,France,0.8088303613464911,False,$-1.23,0,-1.7318953065454112,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1009
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Low Risk (11.0%)
• Age:             0.10007154982114991
• Gender:          Female
• Location:        France
• Products:        0.8088303613464911
• Active Member:   ❌ No
• Credit Card:     ✅ Yes
• Balance:         $-1.23
• Credit Score:    0
• Tenure:          -1.7318953065454112 years
• Complaints:      0

🟢 LOYALTY REINFORCEMENT
────────────────────────────────────────────────

📋 CUSTOMER VALUE ANALYSIS:
• This is a LOYAL customer with LOW churn risk
• Focus on maintaining satisfaction

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ APPRECIATION REWARDS:
   • $10 coffee voucher or gift card
   • Birthday bonus: $5 cashback
   • Anniversary gift: Double points for a month

2️⃣ EXCLUSIVE BENEFITS:
   • Early access to new banking features
   • Invitation to customer appreciation events
   • Priority customer support line

3️⃣ REFERRAL PROGRAM:
   • Enhanced referral bonus: $75 per successful referral
   • Referral leaderboard with quarterly prizes
   • ""Friend & Family"" special offers

📈 EXPECTED IMPACT:
   • 10-15% increase in loyalty metrics
   • Higher referral rate (estimated 2-3 referrals/year)

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1010,High Risk,88.6%,Yes,Yes,1.4300838412616106,Female,Germany,-0.9102564852985486,True,$0.56,0,-0.6962018035157382,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1010
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      High Risk (88.6%)
• Age:             1.4300838412616106
• Gender:          Female
• Location:        Germany
• Products:        -0.9102564852985486
• Active Member:   ✅ Yes
• Credit Card:     ✅ Yes
• Balance:         $0.56
• Credit Score:    0
• Tenure:          -0.6962018035157382 years
• Complaints:      0

🔴 URGENT INTERVENTION REQUIRED
────────────────────────────────────────────────

⚠️ RISK FACTORS IDENTIFIED:
• Low product adoption - cross-sell opportunity

🎯 RECOMMENDED ACTIONS (Priority Order):
────────────────────────────────────────────────

1️⃣ IMMEDIATE OUTREACH (Next 24-48 hours):
   • Priority phone call from relationship manager
   • Personal follow-up on recent issues
   • Welcome back offer with incentives

2️⃣ PREMIUM RETENTION OFFER:
   • Cashback offer: $100 on next 10 transactions
   • Waive monthly fees for 12 months
   • 0% interest on balance transfers for 6 months

3️⃣ PRODUCT BUNDLE OFFER:
   • Bundle 2 additional products at 25% discount
   • Free credit card annual fee waiver
   • Personal financial consultation

📈 EXPECTED IMPACT:
   • 40-50% reduction in churn probability
   • Estimated value saved: $0
   • ROI: $6-8 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
CUST_1011,Medium Risk,42.8%,No,No,-0.0899302060989159,Female,France,-0.9102564852985486,False,$-1.23,0,0.6847228671904925,0,"
================================================================================
🎯 RETENTION STRATEGY FOR CUST_1011
================================================================================

📊 CUSTOMER PROFILE:
────────────────────────────────────────────────
• Risk Level:      Medium Risk (42.8%)
• Age:             -0.0899302060989159
• Gender:          Female
• Location:        France
• Products:        -0.9102564852985486
• Active Member:   ❌ No
• Credit Card:     ✅ Yes
• Balance:         $-1.23
• Credit Score:    0
• Tenure:          0.6847228671904925 years
• Complaints:      0

🟠 PROACTIVE RETENTION CAMPAIGN
────────────────────────────────────────────────

📋 CUSTOMER INSIGHTS:
• Customer shows MODERATE risk indicators
• Proactive engagement recommended within 1 week

🎯 RECOMMENDED ACTIONS:
────────────────────────────────────────────────

1️⃣ LOYALTY REWARDS:
   • Double loyalty points for 3 months
   • Birthday bonus: $10 cashback
   • Anniversary gift: Free coffee voucher

2️⃣ VALUE-ADDED SERVICES:
   • Free credit score monitoring for 6 months
   • Financial planning webinar invitation
   • Pre-approved credit line increase of $5,000

3️⃣ ENGAGEMENT CAMPAIGN:
   • Personalized email with relevant offers
   • App push notifications for new features
   • Monthly newsletter with financial tips

📈 EXPECTED IMPACT:
   • 25-35% reduction in churn probability
   • Estimated value saved: ${customer['balance'] * 0.1:,.0f}
   • ROI: $3-5 per $1 spent

────────────────────────────────────────────────
Strategy Generated: 2026-03-13 21:12:38
================================================================================
"
